year,count,value,kg,litre,nbr,sourceType,productClassification,partnerClassification,partner,product,kind,region,nb_region
1771,322,24093575.341314673,0,0,0,Best Guess customs region product x partner,,,,,import,Nantes,Nantes
1772,366,26390577.738796473,0,0,0,Best Guess customs region product x partner,,,,,import,Nantes,Nantes
1774,309,28423559.336773872,0,0,0,Best Guess customs region product x partner,,,,,import,Nantes,Nantes
1775,313,9274319.790298462,0,0,0,Best Guess customs region product x partner,,,,,import,Nantes,Nantes
1776,391,29713394.821153164,0,0,0,Best Guess customs region product x partner,,,,,import,Nantes,Nantes
1778,588,28386346.6424762,0,0,0,Best Guess customs region product x partner,,,,,import,Nantes,Nantes
1779,316,10201460.904055834,0,0,0,Best Guess customs region product x partner,,,,,import,Nantes,Nantes
1789,741,60842651.625823975,0,0,0,Best Guess customs region product x partner,,,,,import,Nantes,Nantes
1728,618,17488378.992535114,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1731,792,20666645.62072301,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1732,700,17976559.358074665,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1734,732,20475918.021792173,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1735,780,22926111.119005203,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1736,693,18401953.80425167,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1737,674,12288033.248059273,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1739,764,26523260.897979975,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1740,679,24370318.336884618,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1741,807,21331058.261597008,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1742,837,21751907.357172847,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1743,782,18381298.49174118,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1744,600,15799939.750713348,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1745,518,15907178.762281895,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1746,459,21069881.63143474,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1749,652,20546945.127273083,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1750,574,16387303.17382431,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1751,570,15755534.825126886,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1752,577,19488858.306901038,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1753,634,21939713.321348548,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1754,672,23458883.591883183,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1755,575,15021304.718527794,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1756,295,9667174.281310558,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1757,237,4984994.264148608,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1758,163,3497433.005584717,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1759,116,3223640.0080566406,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1760,176,4367773.250132799,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1761,250,9650757.287312746,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1762,242,4381465.696358442,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1763,922,14152317.997607708,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1764,1195,23283306.471292734,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1765,899,23525006.027242184,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1766,750,83059919.77984303,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1767,713,19387334.545555353,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1768,700,20807669.98472023,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1769,596,26550353.975069046,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1770,556,17676386.82147169,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1771,634,22309768.64943266,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1772,568,30048185.321059227,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1774,479,22308568.075848103,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1776,711,22898403.64595513,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1778,1843,42094759.76483941,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1779,508,11855206.271102905,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1789,1299,44367791.84126854,0,0,0,Best Guess customs region product x partner,,,,,export,Nantes,Nantes
1718,315,14262815.556732655,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1719,337,9791678.445399284,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1720,617,26143347.38472092,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1721,634,24476269.783797503,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1723,766,41182519.059625626,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1724,706,39003929.62331247,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1725,504,30239035.759435654,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1726,459,22301467.770775795,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1728,565,22648175.44682932,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1729,379,20213129.660751343,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1730,436,24175041.692468643,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1731,372,12933775.951351166,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1732,384,20408241.94162655,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1733,417,20393264.948135376,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1734,419,24703601.634797573,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1735,377,19702022.670145035,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1736,384,24572683.314920425,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1737,444,26113057.69494629,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1738,544,35479947.108828545,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1739,440,31549552.418549538,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1740,531,34215493.81003618,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1741,368,16893245.12817192,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1742,911,52762324.602469444,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1743,918,61082613.44408226,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1744,684,46519817.94897461,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1745,528,37745629.03819656,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1746,658,35852053.17454472,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1747,506,41561901.24640465,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1748,680,32208934.508347034,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1749,744,67491695.63849366,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1750,754,58859614.457719564,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1751,708,60095279.15152383,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1752,1057,92987045.79966116,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1753,903,128147798.44575977,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1754,861,121966756.18157864,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1755,566,70406284.21044207,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1756,519,48940497.36761999,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1757,554,39823112.574691296,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1758,432,31759352.66110134,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1759,463,31879684.817067146,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1760,424,31965376.00743866,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1761,500,32110333.678966284,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1762,466,33747414.078228,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1763,531,42108656.25439584,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1764,200,68010327.40511513,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1765,433,73105567.12849712,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1766,419,73181925.24688148,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1767,401,83484634.49502563,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1768,389,66384779.22394562,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1769,432,115393224.94567204,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1770,426,213694562.41269302,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1771,230,93415459.19126487,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1772,360,151582963.069252,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1773,414,144954494.22523022,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1774,436,124391555.02758789,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1775,415,122460883.23160172,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1776,472,143614739.6578455,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1777,451,217388523.72790527,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1778,432,200484754.9836769,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1780,260,32531869.886663437,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1789,2826,250000911.1294098,0,0,0,Best Guess customs region product x partner,,,,,total,Bordeaux,Bordeaux
1719,337,9791678.445399284,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1720,308,10936540.606874943,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1721,389,9077154.385876894,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1723,463,14668052.29873848,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1724,463,17797117.36598444,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1725,313,10938507.430988312,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1726,241,8896837.147362709,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1728,283,9850310.972123623,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1729,173,8232567.986122131,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1730,228,12221406.948503494,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1731,245,9654827.2991333,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1732,208,10587350.339209557,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1733,230,10212315.468334198,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1734,220,9705263.04538536,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1735,178,9054886.461406708,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1736,178,11029223.332267761,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1737,194,12091027.076156616,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1738,226,14163970.29865551,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1739,188,12525634.893277168,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1740,218,15215823.995636463,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1741,368,16893245.12817192,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1742,358,19306091.27490902,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1743,353,22053274.61632538,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1744,330,18768215.923477173,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1745,282,17239608.727100372,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1746,311,11962451.296737105,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1747,239,20593033.433526993,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1748,388,12264367.441811085,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1749,370,29675317.457570195,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1750,360,25152869.964051962,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1751,364,26737232.48575616,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1752,389,26313651.39997244,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1753,367,31241378.301695347,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1754,327,31255901.066218376,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1755,332,28538402.26216936,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1756,307,16705121.224610806,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1757,321,11011190.57124281,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1758,265,4681610.681452274,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1759,308,8256959.73637867,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1760,276,8626459.764903069,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1761,339,11761993.95011878,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1762,301,8980650.321041107,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1763,303,15484627.166627288,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1765,235,12208544.614886284,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1766,228,25701500.560480118,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1767,211,28239948.992523193,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1768,188,18740052.797035217,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1769,216,59462169.09163761,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1770,220,120965563.11725235,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1771,230,93415459.19126487,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1772,147,71456679.75199127,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1773,213,75613889.10462475,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1774,177,60394668.16686249,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1775,200,47402819.8539772,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1776,193,65286989.58002567,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1777,200,120227951.94250488,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1778,200,132324430.74135971,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1780,260,32531869.886663437,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1789,647,119587955.89012909,0,0,0,Best Guess customs region product x partner,,,,,import,Bordeaux,Bordeaux
1718,315,14262815.556732655,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1720,309,15206806.777845979,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1721,245,15399115.397920609,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1723,303,26514466.760887146,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1724,243,21206812.257328033,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1725,191,19300528.328447342,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1726,218,13404630.623413086,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1728,282,12797864.474705696,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1729,206,11980561.674629211,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1730,208,11953634.743965149,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1731,127,3278948.652217865,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1732,176,9820891.602416992,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1733,187,10180949.479801178,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1734,199,14998338.589412212,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1735,199,10647136.208738327,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1736,206,13543459.982652664,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1737,250,14022030.618789673,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1738,318,21315976.810173035,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1739,252,19023917.52527237,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1740,313,18999669.81439972,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1742,553,33456233.327560425,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1743,565,39029338.82775688,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1744,354,27751602.025497437,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1745,246,20506020.31109619,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1746,347,23889601.877807617,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1747,267,20968867.812877655,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1748,292,19944567.06653595,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1749,374,37816378.18092346,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1750,394,33706744.4936676,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1751,344,33358046.66576767,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1752,668,66673394.39968872,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1753,536,96906420.14406443,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1754,534,90710855.11536026,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1755,234,41867881.948272705,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1756,212,32235376.143009186,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1757,233,28811922.003448486,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1758,167,27077741.979649067,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1759,155,23622725.080688477,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1760,148,23338916.24253559,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1761,161,20348339.728847504,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1762,165,24766763.75718689,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1763,228,26624029.087768555,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1764,200,68010327.40511513,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1765,198,60897022.51361084,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1766,191,47480424.68640137,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1767,190,55244685.50250244,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1768,201,47644726.4269104,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1769,216,55931055.854034424,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1770,206,92728999.29544067,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1772,213,80126283.31726074,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1773,201,69340605.12060547,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1774,259,63996886.8607254,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1775,215,75058063.37762451,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1776,279,78327750.07781982,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1777,251,97160571.78540039,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1778,232,68160324.2423172,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux
1789,2179,130412955.2392807,0,0,0,Best Guess customs region product x partner,,,,,export,Bordeaux,Bordeaux